"Story","Title","Result","Date","Stability","Duration (s)"
"administrar la cuenta de usuario","el usuario deberia ver la informacion de la cuenta","ERROR","2022-01-03T21:04:18.79-05:00[America/Bogota]","0.0","50.47"
