"Story","Title","Result","Date","Stability","Duration (s)"
"administrar la cuenta de usuario","el usuario deberia ver la informacion de la cuenta","FAILURE","2022-01-03T20:47:22.473-05:00[America/Bogota]","0.0","26.39"
